sampleID	g_Methanobrevibacter	g_Methanosphaera	g_Actinomyces	g_Bifidobacterium	g_Corynebacterium	g_Atopobium	g_Coriobacteriaceae UCG-002	g_Olsenella	f_Atopobiaceae	g_Collinsella	g_Enterorhabdus	g_Paraeggerthella	g_Parvibacter	f_Eggerthellaceae;g_uncultured	f_Eggerthellaceae	p_Actinobacteria	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Porphyromonas	g_Alloprevotella	g_Prevotella 7	g_Prevotellaceae UCG-001	f_Prevotellaceae	g_Alistipes	g_Rikenellaceae RC9 gut group	f_Rikenellaceae;g_SP3-e08	f_Rikenellaceae	g_Parabacteroides	f_Tannerellaceae	o_Bacteroidales;f_uncultured;g_uncultured bacterium	o_Bacteroidales	c_Bacteroidia	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Bacillus	g_Staphylococcus	g_Enterococcus	g_Lactobacillus	g_Streptococcus	o_Lactobacillales	c_Bacilli	g_Christensenellaceae R-7 group	f_Christensenellaceae;g_uncultured bacterium	g_Clostridium sensu stricto 1	f_Clostridiaceae 1	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	o_Clostridiales;f_Family XIII;g_Family XIII AD3011 group	o_Clostridiales;f_Family XIII;g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Family XIII	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	g_Cellulosilyticum	g_Coprococcus 3	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NC2004 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-004	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] oxidoreducens group	g_[Eubacterium] xylanophilum group	g_[Ruminococcus] gauvreauii group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae;g_uncultured bacterium	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	f_Peptococcaceae	g_Romboutsia	f_Peptostreptococcaceae;g_uncultured	f_Peptostreptococcaceae	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	g_Faecalibacterium	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Hydrogenoanaerobacterium	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 1	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-002	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	g_Subdoligranulum	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	o_Clostridiales	g_Candidatus Stoquefichus	g_Catenibacterium	g_Dubosiella	g_Erysipelatoclostridium	g_Erysipelotrichaceae UCG-004	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	p_Firmicutes	g_Fusobacterium	g_Leptotrichia	g_Candidatus Saccharimonas	g_Bradyrhizobium	g_Amaricoccus	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_uncultured bacterium	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	o_Rhodospirillales;f_uncultured	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	f_Desulfovibrionaceae	c_Deltaproteobacteria	g_Parasutterella	g_Neisseria	g_Escherichia-Shigella	f_Enterobacteriaceae	g_Haemophilus	p_Proteobacteria	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia	k_Bacteria	k_Eukaryota	Unassigned
560-120min	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	55	9	27	0	121	520	91	0	0	0	43	0	121	0	0	0	0	0	0	0	0	6	4	0	0	0	0	495	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	12	0	0	122	17	0	1	0	34	5	0	0	0	0	0	2	0	95	0	3	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	11	0	6	0	3	0	0	0	0	0	2	3	2	31	26	0	3	19	0	22	0	3	0	0	0	0	43	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	1	0	0	14	0	0	0	0	0	9	0	0	4	1	0	0	0	0	0
560-60min	0	0	0	0	0	0	0	0	13	0	12	0	0	0	0	0	32	17	37	0	122	654	110	0	0	0	31	0	109	0	0	0	0	0	0	0	0	3	3	0	0	0	0	489	4	0	0	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	7	0	0	0	85	18	0	0	0	21	6	0	0	0	0	0	7	0	74	0	0	0	0	0	0	1	0	3	0	0	0	0	0	5	0	0	8	0	5	0	0	0	0	5	0	0	2	5	0	18	28	0	2	12	0	8	0	5	0	0	0	0	36	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
561-120min	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	52	47	35	0	67	267	89	0	13	0	54	0	183	53	0	0	0	0	0	0	0	16	7	3	0	0	0	197	5	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	4	7	0	14	0	0	10	0	3	0	226	3	0	16	0	21	10	0	0	0	0	0	25	0	219	0	3	0	0	0	0	5	0	22	0	0	0	0	0	0	0	10	32	0	4	3	14	0	0	0	0	0	2	2	3	84	2	0	10	9	0	40	0	3	0	0	0	0	0	0	18	0	0	0	0	0	17	0	0	0	0	0	0	0	10	19	0	0	8	0	0	0	0	0	19	0	8	11	0	0	0	0	0	0
561-30min	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	59	36	37	0	156	308	155	0	10	0	73	0	132	36	0	0	0	0	0	0	0	8	3	0	0	0	0	211	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	0	3	3	0	10	0	2	12	0	6	0	186	5	0	14	0	16	12	0	0	0	0	0	16	0	189	0	3	0	0	0	0	4	0	18	0	0	0	0	0	0	0	4	18	0	3	3	6	0	0	0	0	1	2	4	1	76	4	0	4	2	3	37	0	4	0	0	0	0	1	0	14	0	0	0	0	0	15	0	0	3	0	0	0	0	5	13	0	0	8	0	0	0	0	0	34	0	3	3	0	0	0	0	0	0
561-60min	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	89	38	8	0	107	488	90	0	13	0	22	0	156	33	0	0	0	0	0	0	0	20	0	0	0	0	0	409	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	7	0	12	5	0	0	0	0	3	0	0	0	38	0	0	5	0	30	39	0	4	0	4	0	2	0	98	0	2	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	12	0	7	1	0	0	0	0	0	0	0	0	0	158	11	0	9	9	0	15	0	5	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	12	0	0	12	0	6	0	0	0	0
562-120min	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	25	14	0	19	356	92	0	16	0	55	0	131	15	0	0	0	0	0	0	0	13	0	0	0	0	0	306	0	0	0	5	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	5	21	0	0	153	19	0	0	0	15	48	0	0	0	2	0	0	0	158	0	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	17	0	36	0	12	3	0	0	0	2	0	0	0	295	9	0	0	4	0	16	0	3	0	0	0	0	0	0	5	4	0	0	0	0	6	0	0	2	0	0	0	1	9	33	0	0	5	0	0	0	0	0	14	0	0	25	0	4	0	0	0	0
562-30min	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	51	26	25	0	54	434	103	0	28	0	138	0	95	24	0	0	6	0	0	0	0	29	5	0	0	0	0	311	0	0	0	3	0	0	0	0	1	0	3	0	0	5	0	0	3	0	0	3	0	0	0	0	0	0	0	0	65	19	0	0	0	27	18	0	0	0	0	0	0	0	80	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	7	18	0	15	0	0	0	0	0	0	1	0	2	0	275	13	0	3	8	0	16	0	16	0	0	5	0	0	5	0	2	0	0	0	0	2	0	0	10	0	0	0	2	0	9	0	0	20	0	0	0	0	0	10	0	0	10	0	2	0	0	0	0
563-30min	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	39	16	11	0	81	424	75	0	9	0	13	0	58	25	0	0	0	0	0	0	0	5	0	35	0	0	0	253	1	0	0	0	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	18	0	0	0	0	4	0	0	0	179	29	0	29	0	13	68	0	2	0	6	0	13	0	268	0	0	0	0	0	0	57	9	20	0	0	0	0	0	7	0	8	4	0	13	2	13	0	0	0	0	0	2	0	6	61	8	0	13	2	16	7	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	10	0	0	0	0	0	23	0	0	3	4	0	0	0	0	0
563-60min	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	53	13	7	0	81	555	112	0	14	0	17	0	90	31	0	0	0	0	0	0	0	13	0	0	0	0	0	596	4	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	63	7	0	3	0	15	33	0	0	0	6	0	10	0	96	0	1	0	0	0	0	6	3	0	0	0	0	0	0	0	0	7	5	0	0	4	0	0	0	0	0	0	5	2	0	38	26	0	1	9	4	4	0	0	0	0	0	0	1	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	27	0	1	3	0	3	0	0	0	0
564-30min	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	115	79	0	0	73	182	64	0	31	0	0	0	172	42	0	0	0	0	0	0	0	0	0	7	0	0	0	89	0	0	0	1	0	0	0	0	15	0	0	2	2	0	0	0	2	0	27	0	3	15	0	0	29	67	0	0	211	0	0	14	0	10	18	6	9	0	19	0	15	0	250	1	2	0	0	0	0	0	8	5	0	0	2	0	0	0	3	19	67	0	20	13	22	0	0	0	0	0	8	0	0	53	38	0	4	0	0	87	0	1	0	0	0	0	0	0	6	0	0	0	0	0	14	0	0	0	0	0	0	0	22	21	0	0	0	0	0	0	0	0	14	0	3	0	0	6	0	0	0	0
564-60min	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	57	56	0	0	18	40	21	0	13	0	0	0	186	18	0	0	0	0	0	0	0	0	0	5	0	0	0	75	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	3	3	0	48	5	7	14	0	0	35	99	0	0	278	0	0	21	0	0	40	4	8	0	27	0	26	0	356	0	10	0	0	0	0	6	11	15	0	0	0	0	0	0	0	38	88	0	24	7	34	0	0	0	0	0	10	3	1	33	32	0	3	2	4	116	0	0	0	0	0	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	40	10	0	0	0	0	0	0	0	0	13	0	2	0	0	4	0	0	0	0
565-120min	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	72	13	4	0	35	339	85	0	55	0	36	0	164	31	0	0	0	0	0	0	0	36	0	8	0	0	0	176	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	58	10	0	0	0	0	9	12	0	0	79	12	0	0	0	6	60	0	8	0	9	0	2	0	136	2	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	20	56	0	14	7	15	0	0	14	0	0	4	0	0	178	96	0	3	10	0	26	0	3	0	0	0	0	0	0	16	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0
565-30min	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	43	2	8	0	37	357	84	0	40	0	28	0	92	21	0	0	0	0	0	0	0	33	0	8	0	0	0	358	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	3	0	45	0	0	2	0	0	0	6	0	0	117	7	0	1	0	4	118	0	6	0	5	0	3	0	139	0	2	0	0	0	0	15	0	13	0	0	0	0	0	1	0	8	19	0	6	3	0	0	0	5	0	3	3	0	3	210	65	0	8	14	0	13	0	1	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0	11	0	1	4	3	7	0	0	0	0
565-60min	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	47	14	14	0	46	326	56	0	48	0	10	0	124	28	0	0	0	0	0	0	0	26	0	0	0	0	0	412	0	0	0	0	0	0	0	0	9	0	0	0	0	8	0	0	0	0	42	11	0	0	0	0	0	0	0	0	83	4	0	0	0	5	74	0	6	0	8	0	0	0	120	0	7	0	0	0	0	7	7	0	0	0	0	0	0	0	0	7	8	0	6	4	13	0	0	0	0	2	0	0	5	256	57	0	5	14	0	18	0	0	0	0	0	0	3	0	10	0	3	0	0	0	9	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	0	23	0	0	8	0	5	0	0	0	0
571-120min	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	19	15	0	0	24	36	16	0	5	0	0	0	170	10	0	0	0	0	0	0	0	0	0	5	0	0	0	230	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	2	0	0	46	2	4	61	0	0	22	41	7	0	169	11	0	37	0	8	86	4	9	0	0	0	39	0	566	0	0	0	0	0	0	6	7	35	0	0	0	0	0	0	0	35	63	0	6	6	25	0	0	0	0	0	16	0	0	45	18	0	2	4	0	41	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	2	18	2	0	0	0	0	0	0	0	0	9	0	0	4	0	6	0	0	0	0
571-30min	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	49	71	9	0	99	229	65	0	51	0	0	0	182	69	0	0	0	0	0	0	0	0	0	6	0	0	0	343	2	0	0	0	0	0	0	0	25	0	0	0	0	1	0	3	0	0	10	0	0	31	0	0	8	11	0	0	82	0	0	12	0	10	22	5	4	0	5	0	12	0	222	0	1	0	0	0	0	0	0	11	0	0	4	0	0	5	0	31	62	0	5	9	18	0	0	0	0	0	10	7	0	64	36	0	0	9	0	19	0	2	0	0	0	0	0	0	10	2	0	0	0	0	25	0	0	0	0	0	0	4	9	8	0	0	0	0	0	0	0	0	11	0	1	0	0	1	0	0	0	0
571-60min	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	9	20	0	0	36	59	26	0	5	0	0	0	115	13	0	0	0	0	0	0	0	0	0	6	0	0	0	100	1	0	0	0	0	0	0	0	15	0	0	0	1	0	1	0	0	0	19	18	7	56	0	0	20	71	4	0	233	11	0	26	2	10	66	3	15	0	7	0	35	0	534	3	7	0	0	0	0	3	3	28	2	0	0	0	0	9	0	41	113	0	11	5	32	0	0	0	0	0	10	2	1	51	21	0	3	5	0	48	0	0	0	0	0	0	0	0	3	1	0	0	0	0	11	0	0	0	0	0	0	2	26	5	0	0	0	0	0	0	0	0	7	0	0	5	0	8	0	0	0	0
572-120min	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	92	26	8	0	164	332	90	0	0	0	12	0	122	17	0	0	0	0	0	0	0	3	0	2	0	0	0	662	2	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	5	5	0	0	0	0	3	0	0	0	76	3	0	1	0	26	21	0	1	0	0	0	1	0	115	0	0	0	0	0	0	5	0	12	0	0	0	0	0	0	0	4	19	0	5	0	0	0	0	0	0	0	3	0	2	52	10	0	4	26	0	28	0	2	0	0	2	0	0	0	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0
572-30min	0	0	0	0	0	0	0	0	8	0	19	0	0	4	0	0	81	24	10	0	102	235	67	0	0	0	0	0	66	13	0	0	0	0	0	0	0	0	0	3	0	0	0	122	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	37	37	0	19	0	0	13	15	0	0	183	7	0	9	0	23	43	0	5	0	0	0	17	0	392	0	7	0	0	0	0	39	0	43	0	0	0	0	0	12	0	26	65	0	32	3	19	0	0	0	0	3	6	0	2	38	0	0	6	17	0	51	0	4	0	0	5	0	0	0	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21	0	0	6	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0
572-60min	0	0	0	0	0	0	0	0	24	0	29	0	0	0	0	0	72	15	13	0	206	346	95	0	0	0	12	0	110	35	0	0	0	0	0	0	0	5	0	0	0	0	0	640	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	64	0	0	0	0	35	27	0	2	0	0	0	0	0	96	0	2	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	2	3	5	60	2	0	0	6	0	16	0	5	0	0	0	0	2	0	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	18	0	0	0	0	0	10	0	0	0	0	4	0	0	0	0
573-120min	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	68	5	0	0	48	398	70	0	0	0	37	0	111	30	0	0	0	0	0	0	0	1	0	0	0	0	0	197	1	0	0	0	0	0	0	0	6	0	0	0	0	1	3	0	3	0	6	22	0	0	0	0	4	19	0	0	270	11	0	5	2	0	92	0	0	0	0	0	6	0	298	2	0	0	0	0	0	7	0	49	3	0	0	0	0	6	0	21	42	0	13	3	2	0	0	0	0	3	8	3	1	1	33	0	15	1	0	23	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0
573-60min	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	54	6	3	0	69	426	67	0	0	0	28	0	154	15	0	0	0	0	0	0	0	3	0	5	0	0	0	204	4	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	3	0	11	7	1	4	0	0	11	9	0	0	199	6	0	1	0	15	84	0	0	0	0	0	12	0	285	2	10	0	0	0	0	13	0	32	0	0	0	0	0	0	0	21	46	0	8	12	14	2	0	0	1	0	5	7	0	3	24	0	16	10	0	30	0	1	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	3	14	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0
600-120min	0	0	0	0	0	0	0	0	7	0	11	0	0	0	0	0	97	59	10	0	83	427	99	0	0	0	35	0	96	24	0	0	0	0	0	0	0	0	0	0	0	0	0	170	2	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	5	0	7	6	0	0	0	0	0	0	0	0	238	7	0	3	0	17	28	0	0	0	0	0	17	0	126	0	6	0	0	0	0	10	4	23	0	0	0	0	0	0	0	4	14	0	8	6	12	0	0	12	0	0	3	5	12	115	70	0	0	5	0	38	0	4	0	0	0	0	3	31	3	1	0	0	0	0	0	0	0	0	0	0	0	2	7	2	0	0	11	0	0	0	0	0	20	0	0	10	0	1	0	0	0	0
600-30min	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	69	38	13	0	133	539	136	0	0	0	18	0	40	23	0	0	0	0	0	0	0	0	0	7	0	0	0	166	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0	0	169	21	0	4	0	20	12	0	0	0	0	0	33	0	143	0	5	0	0	0	0	7	5	22	0	0	0	0	0	0	0	0	7	0	7	5	13	0	0	17	0	0	0	4	11	76	68	0	0	8	0	36	0	5	0	0	0	0	0	51	5	4	0	0	0	0	3	0	0	0	0	0	0	4	9	0	0	0	12	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0
600-60min	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	82	44	22	0	93	560	110	0	0	0	25	0	85	39	0	0	0	0	0	0	0	0	0	0	0	0	0	229	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	4	0	0	0	132	3	0	0	0	30	11	0	0	0	3	0	13	0	92	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	9	0	9	5	0	2	0	5	0	0	2	3	9	140	82	0	0	11	0	18	0	6	0	0	0	0	11	50	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	12	0	0	0	0	0	18	0	4	5	0	0	0	0	0	0
601-30min	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	124	72	35	0	132	371	128	0	0	0	0	0	223	65	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	20	0	0	0	3	2	0	0	0	0	0	0	0	7	0	0	0	16	2	0	73	0	0	3	0	7	23	0	3	0	5	0	4	0	228	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	21	0	0	1	0	0	0	0	0	0	2	6	9	89	30	0	2	5	0	22	0	4	0	0	0	0	0	0	5	0	0	0	0	0	13	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0
601-60min	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	45	71	21	0	66	131	62	0	0	0	0	0	280	17	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	12	0	14	0	0	18	30	0	0	175	0	0	16	0	4	63	3	4	0	7	0	12	0	331	0	6	0	0	0	0	0	0	7	0	0	0	0	0	0	0	27	43	0	8	2	9	0	0	0	0	0	2	1	6	118	13	0	4	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0
602-120min	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	121	13	10	0	190	491	100	0	0	0	17	0	163	15	0	0	0	0	0	0	0	12	0	0	0	0	0	334	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	3	0	2	7	0	0	0	0	0	0	122	8	0	5	0	0	14	0	2	0	0	0	9	0	92	0	6	0	0	0	0	10	0	6	0	0	0	0	0	0	0	6	14	0	7	4	6	0	0	0	0	0	3	1	0	94	45	0	3	4	4	14	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
602-30min	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	0	47	10	9	0	130	429	68	0	0	0	8	0	78	6	0	0	0	0	0	0	0	0	0	2	0	0	0	148	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	12	14	0	0	359	42	0	7	0	0	74	0	7	0	3	0	14	0	218	0	7	0	0	0	0	17	4	30	0	0	0	0	0	5	0	24	60	0	15	7	10	0	0	0	0	0	7	0	0	42	13	0	15	1	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
602-60min	0	0	0	0	0	0	0	0	9	0	14	0	0	0	0	0	53	8	9	0	171	551	79	0	0	0	11	0	108	5	0	0	0	0	0	0	0	7	0	0	0	0	0	596	4	0	0	0	0	0	0	0	6	0	1	0	0	5	0	0	0	0	0	4	0	0	0	0	0	9	0	0	78	10	0	1	0	0	18	0	4	0	0	0	2	0	51	0	2	0	0	0	0	6	0	7	0	0	0	0	0	7	0	3	7	0	2	1	0	1	0	0	0	0	0	4	0	88	37	0	5	4	0	1	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0
603-120min	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	10	64	0	0	58	70	20	0	0	0	0	0	213	6	0	0	0	0	0	0	0	0	0	0	0	0	0	253	6	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	0	60	8	5	14	0	0	18	24	0	0	160	13	0	16	0	0	43	0	21	0	0	0	4	0	616	0	0	0	0	0	0	6	0	28	0	0	0	0	0	0	0	28	68	0	6	0	13	0	0	0	0	0	9	0	0	30	3	0	3	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
603-30min	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	15	52	0	0	69	69	23	0	0	0	0	0	146	5	0	0	0	0	0	0	0	4	0	4	0	0	0	84	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	0	0	30	20	0	16	0	0	23	24	0	0	239	7	0	12	0	0	65	4	13	0	0	0	17	0	606	2	5	0	0	0	0	9	0	23	0	0	0	0	0	0	0	46	119	0	11	5	26	0	0	8	1	0	5	0	0	60	5	0	2	0	0	59	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	24	4	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
603-60min	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	9	46	0	0	48	115	45	0	0	0	0	0	253	6	0	0	0	0	0	0	0	3	0	5	0	0	0	291	5	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	33	7	0	4	0	0	0	20	0	0	164	10	0	21	0	0	47	0	10	0	0	0	10	0	471	2	3	0	0	0	0	9	0	19	0	0	0	0	0	0	0	38	78	0	11	3	14	0	0	0	0	0	5	0	0	63	3	0	2	0	0	58	0	2	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	2	0	0	4	0	4	0	0	0	0
605-120min	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	86	66	5	0	60	321	68	0	15	0	23	0	266	46	0	0	0	0	0	0	0	29	0	0	0	0	0	385	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	7	0	16	0	0	0	0	0	0	15	0	0	73	0	0	0	0	42	28	0	5	0	0	0	0	0	149	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	13	24	0	7	0	0	0	0	0	0	0	5	2	2	106	6	0	10	7	7	31	0	6	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	13	0	0	10	2	2	0	0	0	0
