sampleID	g_Methanobrevibacter	g_Methanosphaera	g_Actinomyces	g_Bifidobacterium	g_Corynebacterium	g_Atopobium	g_Coriobacteriaceae UCG-002	g_Olsenella	f_Atopobiaceae	g_Collinsella	g_Enterorhabdus	g_Paraeggerthella	g_Parvibacter	f_Eggerthellaceae;g_uncultured	f_Eggerthellaceae	p_Actinobacteria	g_Bacteroides	g_Odoribacter	g_Muribaculum	f_Muribaculaceae;g_mouse gut metagenome	f_Muribaculaceae;g_uncultured Bacteroidales bacterium	f_Muribaculaceae;g_uncultured bacterium	f_Muribaculaceae	g_Porphyromonas	g_Alloprevotella	g_Prevotella 7	g_Prevotellaceae UCG-001	f_Prevotellaceae	g_Alistipes	g_Rikenellaceae RC9 gut group	f_Rikenellaceae;g_SP3-e08	f_Rikenellaceae	g_Parabacteroides	f_Tannerellaceae	o_Bacteroidales;f_uncultured;g_uncultured bacterium	o_Bacteroidales	c_Bacteroidia	o_Gastranaerophilales;f_uncultured bacterium;g_uncultured bacterium	o_Gastranaerophilales	g_Mucispirillum	g_Bacillus	g_Staphylococcus	g_Enterococcus	g_Lactobacillus	g_Streptococcus	o_Lactobacillales	c_Bacilli	g_Christensenellaceae R-7 group	f_Christensenellaceae;g_uncultured bacterium	g_Clostridium sensu stricto 1	f_Clostridiaceae 1	f_Clostridiales vadinBB60 group;g_uncultured Clostridia bacterium	f_Clostridiales vadinBB60 group;g_uncultured bacterium	f_Clostridiales vadinBB60 group	g_Defluviitaleaceae UCG-011	g_Anaerofustis	g_Anaerovorax	o_Clostridiales;f_Family XIII;g_Family XIII AD3011 group	o_Clostridiales;f_Family XIII;g_Family XIII UCG-001	g_[Eubacterium] brachy group	g_[Eubacterium] nodatum group	f_Family XIII	f_Lachnospiraceae;g_A2	f_Lachnospiraceae;g_ASF356	g_Acetatifactor	g_Blautia	g_Cellulosilyticum	g_Coprococcus 3	f_Lachnospiraceae;g_GCA-900066575	g_Lachnoclostridium	g_Lachnospiraceae FCS020 group	g_Lachnospiraceae NC2004 group	g_Lachnospiraceae NK4A136 group	g_Lachnospiraceae UCG-001	g_Lachnospiraceae UCG-004	g_Lachnospiraceae UCG-006	g_Lachnospiraceae UCG-010	g_Marvinbryantia	g_Roseburia	g_Tyzzerella	g_Tyzzerella 3	g_[Eubacterium] oxidoreducens group	g_[Eubacterium] xylanophilum group	g_[Ruminococcus] gauvreauii group	f_Lachnospiraceae;g_uncultured	f_Lachnospiraceae;g_uncultured bacterium	f_Lachnospiraceae	g_Peptococcus	f_Peptococcaceae;g_uncultured	f_Peptococcaceae	g_Romboutsia	f_Peptostreptococcaceae;g_uncultured	f_Peptostreptococcaceae	g_Anaerotruncus	g_Angelakisella	g_Butyricicoccus	g_Candidatus Soleaferrea	g_Faecalibacterium	f_Ruminococcaceae;g_GCA-900066225	g_Harryflintia	g_Hydrogenoanaerobacterium	g_Intestinimonas	g_Negativibacillus	g_Oscillibacter	g_Ruminiclostridium	g_Ruminiclostridium 1	g_Ruminiclostridium 5	g_Ruminiclostridium 6	g_Ruminiclostridium 9	g_Ruminococcaceae NK4A214 group	g_Ruminococcaceae UCG-002	g_Ruminococcaceae UCG-003	g_Ruminococcaceae UCG-004	g_Ruminococcaceae UCG-005	g_Ruminococcaceae UCG-009	g_Ruminococcaceae UCG-010	g_Ruminococcaceae UCG-013	g_Ruminococcaceae UCG-014	g_Ruminococcus 1	g_Subdoligranulum	f_Ruminococcaceae;g_UBA1819	g_[Eubacterium] coprostanoligenes group	f_Ruminococcaceae;g_uncultured	f_Ruminococcaceae	o_Clostridiales	g_Candidatus Stoquefichus	g_Catenibacterium	g_Dubosiella	g_Erysipelatoclostridium	g_Erysipelotrichaceae UCG-004	g_Faecalibaculum	g_Turicibacter	f_Erysipelotrichaceae;g_uncultured	f_Erysipelotrichaceae;g_uncultured bacterium	f_Erysipelotrichaceae	p_Firmicutes	g_Fusobacterium	g_Leptotrichia	g_Candidatus Saccharimonas	g_Bradyrhizobium	g_Amaricoccus	g_Azospirillum sp. 47_25	o_Rhodospirillales;f_uncultured;g_uncultured bacterium	o_Rhodospirillales;f_uncultured;g_unidentified rumen bacterium RF32	o_Rhodospirillales;f_uncultured	g_Bilophila	g_Desulfovibrio	f_Desulfovibrionaceae;g_uncultured	f_Desulfovibrionaceae	c_Deltaproteobacteria	g_Parasutterella	g_Neisseria	g_Escherichia-Shigella	f_Enterobacteriaceae	g_Haemophilus	p_Proteobacteria	g_Anaeroplasma	o_Mollicutes RF39;f_metagenome;g_metagenome	o_Mollicutes RF39;f_uncultured Lachnospiraceae bacterium;g_uncultured Lachnospiraceae bacterium	o_Mollicutes RF39;f_uncultured bacterium;g_uncultured bacterium	o_Mollicutes RF39;f_unidentified;g_unidentified	o_Mollicutes RF39	g_Akkermansia	k_Bacteria	k_Eukaryota	Unassigned
318-7-1h	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	82	19	0	0	3	136	81	0	15	0	0	0	70	132	0	0	18	0	0	0	1	0	0	2	0	0	0	231	4	0	3	0	0	53	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	174	0	0	14	0	1	5	0	7	0	10	0	0	0	0	11	0	103	0	0	0	66	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0	5	0	2	0	0	0	8	0	0	1	0	2	0	0	0	3	3	13	0	0	0	478	0	0	23	85	0	0	2	1	0	0	3	0	0	0	0	0	0	0	1	53	0	0	74	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
318-7-2h	0	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	97	29	0	0	5	126	49	0	7	0	0	0	48	52	0	0	12	0	0	0	0	0	0	2	0	0	0	213	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	142	2	0	0	0	0	2	0	6	0	10	0	0	0	0	6	0	65	0	2	0	80	0	1	0	0	0	0	0	0	0	0	0	0	2	11	0	6	0	6	0	0	0	7	0	0	0	0	3	0	0	0	0	2	8	4	0	0	718	0	0	34	114	0	0	0	5	0	0	7	0	0	0	0	0	0	0	3	10	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318-7-3h	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	86	38	0	0	1	122	29	0	9	0	0	0	58	77	0	0	16	0	0	0	0	0	0	1	0	0	0	208	0	0	0	0	0	53	0	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	4	132	0	0	4	0	0	3	0	2	0	7	0	1	0	0	8	0	74	0	0	0	57	0	5	0	0	0	0	0	0	0	0	0	0	1	12	0	1	0	5	0	0	0	8	0	0	0	0	0	0	0	0	2	0	20	4	0	0	745	0	0	16	76	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	49	0	0	64	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
318-7-4h	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	63	41	0	0	1	114	46	0	4	0	0	0	60	52	0	1	9	0	0	0	0	0	0	3	0	0	0	274	1	0	0	0	0	54	0	0	0	0	0	0	0	0	0	2	1	0	0	0	4	2	0	0	3	120	2	0	6	0	0	7	0	1	0	5	0	2	0	0	19	0	117	0	1	0	74	0	1	0	0	0	0	0	0	0	0	0	0	2	18	0	7	0	8	0	0	0	4	0	0	0	0	1	0	0	1	1	0	21	6	0	0	616	0	0	19	62	0	0	0	1	0	0	4	0	0	0	0	0	0	0	6	57	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
254-7-1h	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	43	35	0	0	4	99	78	0	5	0	0	0	80	83	0	0	20	0	0	0	1	0	0	16	0	0	0	202	2	0	0	0	0	132	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	13	71	0	0	2	0	0	5	0	2	0	7	0	0	2	0	5	0	150	0	3	0	25	0	0	0	0	0	0	0	1	0	0	3	0	23	11	0	8	0	17	0	0	0	5	0	8	0	0	6	0	0	3	3	2	82	2	0	0	494	2	0	7	94	0	0	0	1	0	0	22	0	0	0	0	0	0	0	7	77	0	0	31	0	0	0	0	2	0	0	0	1	2	2	0	0	0	0
254-7-2h	0	0	0	0	0	0	0	0	22	0	11	0	0	1	0	0	33	28	0	0	1	90	67	0	4	0	0	0	87	66	0	1	17	0	0	2	0	0	0	2	0	0	0	287	1	0	0	0	1	167	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	8	51	3	0	3	0	0	1	0	1	0	15	0	0	1	0	13	0	136	1	2	0	45	0	2	0	0	0	0	0	0	0	0	2	0	8	10	0	5	0	11	0	0	0	2	0	10	0	0	5	0	0	2	5	0	41	1	0	0	481	0	0	19	136	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	36	0	0	44	0	0	0	0	0	0	0	0	3	0	5	0	4	0	0
254-7-3h	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	62	52	0	0	4	100	63	0	8	0	0	0	145	111	0	0	30	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	1	139	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	1	0	0	7	37	0	0	10	0	0	1	0	3	0	9	0	0	0	0	8	0	69	0	2	0	51	0	1	0	0	0	0	0	2	0	0	3	0	10	7	0	3	0	17	0	0	0	2	0	7	0	0	5	0	0	5	4	0	43	0	0	0	431	0	0	7	131	0	0	2	4	0	0	12	0	0	3	0	4	0	0	4	32	0	0	60	0	0	0	0	1	0	0	0	1	0	4	0	3	0	0
273-7-1h	0	0	0	0	0	0	0	0	23	0	5	0	0	0	0	0	34	35	0	0	5	75	52	0	18	0	0	0	108	79	0	0	9	0	0	0	0	0	0	29	0	0	0	284	0	0	0	0	0	97	0	0	1	0	1	0	3	1	0	1	0	0	0	0	10	0	0	0	9	76	2	0	21	0	0	0	0	0	0	9	0	0	0	0	3	0	140	0	8	0	14	0	0	0	0	0	0	0	0	0	0	2	0	25	48	0	15	0	17	0	0	0	1	0	12	0	0	1	0	0	2	1	1	43	3	0	0	457	0	0	4	50	0	0	0	1	0	0	34	0	0	0	0	0	0	0	13	83	0	2	53	0	0	0	0	0	0	0	0	3	0	0	0	2	0	2
273-7-2h	0	0	0	0	0	0	0	0	43	0	4	0	0	0	0	0	28	21	0	0	3	66	34	0	10	0	0	0	104	94	3	0	4	0	0	0	0	0	0	0	0	0	0	367	1	0	0	0	0	137	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	5	26	2	0	2	0	0	1	0	0	0	6	0	0	1	0	2	0	49	0	1	0	32	0	0	0	0	0	0	0	0	0	0	0	0	4	15	0	4	0	4	0	0	0	1	0	4	0	2	0	0	0	3	0	0	7	3	0	0	702	0	0	24	84	0	0	0	4	0	0	18	0	0	0	0	0	0	0	1	21	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273-7-3h	0	0	0	0	0	0	0	0	40	0	7	0	0	0	0	0	29	37	0	0	4	115	55	0	12	0	0	0	121	88	0	0	5	0	0	0	0	0	0	4	0	0	0	388	0	0	1	0	2	165	0	0	1	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1	45	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	69	0	4	0	34	0	2	0	0	0	1	0	2	0	0	0	0	5	12	0	2	0	11	0	0	0	5	0	5	0	0	2	0	0	0	1	0	15	2	0	0	497	0	0	15	67	0	0	0	2	0	0	28	0	0	2	0	0	0	0	6	34	0	0	69	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0
273-7-4h	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	47	57	0	0	2	100	47	0	12	0	0	0	122	102	0	0	7	0	0	0	0	0	0	4	0	0	0	323	2	0	0	2	0	166	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	0	0	0	9	59	2	0	7	0	0	2	0	1	0	2	0	0	1	0	3	0	115	0	2	0	23	0	2	0	0	0	0	0	0	0	0	4	0	7	24	0	6	0	11	0	0	0	4	0	8	0	0	1	0	0	1	0	0	26	0	0	0	388	0	0	14	55	0	0	0	2	0	0	20	0	0	0	0	0	0	0	2	117	0	0	80	0	0	0	0	0	0	0	0	1	2	0	0	2	1	1
293-7-1h	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	55	49	0	0	3	100	77	0	13	0	0	0	114	48	0	0	29	0	0	4	0	0	0	43	0	0	0	152	2	0	0	1	5	114	0	0	0	0	5	0	1	0	0	0	0	0	4	0	5	0	0	0	10	67	5	0	1	0	0	2	0	1	0	3	0	1	3	0	0	0	151	0	6	0	50	0	7	2	1	0	2	0	3	0	0	6	0	25	38	0	9	0	32	0	0	0	6	0	6	0	0	2	0	0	4	5	0	47	4	0	0	373	0	0	22	59	0	0	0	0	0	0	5	0	0	1	0	0	0	0	6	188	1	0	29	0	0	0	0	1	0	0	0	0	3	0	2	4	0	1
293-7-2h	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	25	34	0	0	0	29	66	0	6	0	0	0	64	104	0	0	6	0	0	8	0	0	0	4	0	0	0	234	0	0	0	0	5	138	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	68	0	2	0	0	0	3	0	0	0	17	0	5	0	0	0	0	135	0	4	0	70	8	7	0	0	0	0	0	0	0	0	0	0	22	42	0	0	0	20	0	0	0	6	0	5	0	0	5	0	0	0	4	0	58	0	0	0	516	0	0	16	85	0	0	2	3	0	0	3	0	0	0	0	0	0	0	3	133	3	0	37	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
293-7-3h	0	0	0	0	0	0	0	0	14	0	8	0	0	0	0	0	78	67	0	0	3	82	84	0	12	0	0	0	151	83	0	1	27	0	0	0	0	0	0	0	0	0	0	230	0	0	0	2	7	168	0	0	0	0	3	0	0	0	0	0	0	0	4	2	3	0	0	0	5	41	0	0	2	0	0	8	0	1	0	1	0	0	2	0	0	0	88	0	0	0	70	0	2	0	0	0	0	0	0	0	0	4	0	14	41	0	3	0	14	1	0	0	4	0	4	0	0	1	0	0	2	7	0	26	1	0	0	383	0	0	26	92	1	0	0	3	0	0	8	0	0	1	0	0	0	0	4	76	0	0	59	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
319-7-1h	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	54	63	0	0	4	150	104	0	13	0	0	0	139	99	0	0	15	0	0	0	1	0	0	19	0	0	0	110	4	0	0	4	0	67	1	0	2	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	66	3	0	4	0	0	0	0	2	0	9	0	0	4	0	2	0	114	0	3	0	31	0	0	0	0	0	0	0	0	0	0	3	0	8	27	0	8	0	5	1	0	0	4	0	5	1	0	7	0	0	1	1	0	56	1	0	0	458	0	0	7	132	0	0	0	2	0	0	22	0	0	6	0	0	0	0	4	87	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
319-7-3h	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	63	62	0	0	3	142	97	0	21	0	0	0	179	105	0	0	17	0	0	0	0	0	0	0	0	0	0	147	0	0	0	7	4	68	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	25	0	0	4	0	0	0	0	5	0	3	0	1	0	0	2	0	44	0	0	0	55	0	2	0	0	0	0	0	0	0	0	0	0	2	7	0	5	0	4	0	0	0	4	0	5	1	0	4	0	0	1	3	1	10	2	0	0	571	0	0	16	122	0	0	0	4	0	0	16	0	0	0	0	0	1	0	1	62	0	1	95	0	2	0	0	0	0	0	0	0	0	0	0	4	0	1
319-7-4h	0	0	0	0	0	0	0	0	30	0	4	0	1	0	0	0	53	70	0	0	2	121	123	0	15	0	0	0	181	119	0	0	15	0	0	0	0	0	0	1	0	0	0	237	0	0	0	4	3	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	49	1	0	6	0	0	0	0	2	0	3	0	0	1	0	0	0	48	0	1	0	41	0	0	0	0	0	0	0	0	0	0	1	0	4	22	0	5	0	6	0	0	0	0	0	3	0	0	3	0	0	0	7	0	11	0	0	0	408	0	0	11	144	0	0	0	2	0	0	12	0	0	0	0	1	0	0	0	82	0	0	85	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
255-7-2h	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	46	32	10	0	4	264	58	0	214	0	0	0	240	78	0	0	130	0	0	0	0	1	0	17	0	0	0	40	2	0	0	0	11	0	0	0	3	0	2	0	1	2	0	0	1	1	0	0	1	105	0	0	7	22	0	0	54	0	0	7	0	19	1	10	0	0	8	0	0	0	98	0	6	0	45	0	0	7	0	0	3	0	5	0	0	7	0	27	22	0	12	0	16	0	0	0	3	0	4	2	0	0	0	0	0	31	1	73	0	0	0	0	4	0	84	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	165	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
255-7-3h	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	38	26	15	0	3	237	42	0	195	0	0	0	297	84	0	0	143	0	0	3	0	0	0	7	0	0	0	30	2	0	0	2	12	0	0	0	3	0	3	0	1	0	0	0	1	0	0	0	4	74	0	0	6	11	0	0	24	0	0	0	0	27	2	5	0	1	10	0	0	0	106	0	0	0	111	0	2	3	0	0	3	0	3	2	2	4	0	22	21	0	15	0	9	0	0	1	4	0	1	0	0	5	0	0	0	41	0	54	6	0	0	0	3	0	161	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	105	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
274-7-1h	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	70	38	20	0	3	236	20	0	173	0	0	0	207	62	0	0	89	0	0	0	0	0	0	21	0	0	0	42	2	0	0	0	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	3	38	0	0	6	5	0	0	81	0	0	0	0	21	8	6	0	2	1	0	1	0	128	1	3	0	89	0	1	9	0	0	5	0	3	0	0	8	0	18	26	0	9	0	7	0	0	0	2	0	3	1	1	0	0	0	1	27	6	48	1	0	0	0	0	0	281	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	140	0	1	6	0	1	0	0	1	0	0	0	4	0	1	0	1	0	1
274-7-2h	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	67	55	11	0	3	249	31	0	211	0	0	0	200	75	0	0	73	0	0	4	0	0	0	5	0	0	0	63	3	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	73	0	0	6	11	0	0	68	0	0	3	0	21	2	4	0	1	6	0	1	0	97	1	1	0	86	0	2	5	0	0	2	0	1	0	0	7	0	27	15	0	8	0	8	0	0	0	1	0	1	3	2	0	0	0	0	43	3	38	0	0	0	0	1	0	242	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	122	0	2	19	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0
274-7-3h	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	50	53	13	0	5	284	40	0	198	0	0	2	233	93	0	0	91	0	0	2	0	0	0	2	0	0	0	27	1	0	0	0	1	0	0	0	1	0	1	0	5	0	0	0	0	0	0	1	4	55	0	0	10	8	0	0	47	0	0	0	0	16	8	3	0	0	1	0	1	0	123	0	1	0	91	0	3	4	0	0	6	0	1	1	0	5	0	9	12	0	9	0	7	0	0	0	1	0	1	1	1	1	0	0	1	46	1	45	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	78	0	0	16	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0
299-7-1h	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	107	18	6	0	2	202	81	0	177	0	0	0	199	26	0	0	136	0	0	0	0	0	0	14	0	0	0	78	5	0	0	0	6	0	0	0	1	0	2	0	1	1	0	0	0	1	0	0	0	83	0	0	9	11	2	0	64	0	1	0	0	23	9	7	0	1	1	0	0	0	119	0	4	0	65	0	2	12	0	1	1	0	3	1	0	1	0	18	18	0	28	0	10	0	0	0	1	0	3	1	0	5	0	0	1	37	1	48	2	0	0	0	3	0	118	0	0	0	2	1	0	0	0	0	0	5	0	0	0	1	0	214	0	0	8	0	0	0	0	1	0	0	0	7	0	1	0	1	0	0
299-7-2h	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	91	26	9	0	5	205	68	0	175	0	1	0	240	47	0	0	170	0	0	1	0	3	0	8	0	0	0	57	3	0	0	2	6	0	0	0	1	0	1	0	2	2	0	1	0	0	0	0	0	89	0	0	8	10	0	0	49	0	0	0	0	32	6	4	0	0	8	0	0	0	107	0	7	0	100	0	0	1	0	0	6	0	5	1	0	1	0	24	15	0	23	0	16	0	0	3	5	0	9	1	1	4	0	0	2	41	2	32	4	0	0	0	2	0	122	0	0	0	3	0	0	0	0	0	0	5	0	0	1	2	0	135	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
314-7-1h	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	64	21	17	0	4	179	19	0	177	0	0	0	229	63	0	0	146	0	0	2	1	0	0	48	0	0	0	53	8	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	2	1	0	3	1	64	0	0	12	16	0	0	60	0	0	3	0	18	7	8	0	0	4	0	0	0	135	1	5	0	35	0	0	7	0	0	11	0	4	1	0	6	0	34	16	0	11	0	15	0	0	3	4	0	5	0	0	3	0	0	2	34	8	44	4	0	0	0	2	0	120	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	259	0	2	5	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0
314-7-2h	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	59	26	29	0	7	251	39	0	258	0	0	0	277	93	0	0	147	0	0	1	0	0	0	15	0	0	0	44	5	0	0	0	14	0	0	0	3	0	4	0	1	1	0	0	0	0	0	0	0	69	0	0	14	7	0	0	24	0	1	0	0	21	0	7	0	0	3	0	0	0	106	1	4	0	31	0	2	7	0	0	15	0	6	0	0	2	0	20	15	0	11	0	21	3	0	3	2	0	3	3	0	2	0	0	0	55	2	44	0	0	0	0	0	0	107	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	118	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
261-7-1h	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	96	26	15	0	2	299	12	0	84	0	0	0	294	59	0	0	104	0	0	1	0	7	0	4	0	1	0	40	5	0	0	0	7	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	1	106	0	0	9	16	2	0	79	0	0	2	0	41	8	10	0	1	8	0	11	0	162	0	9	0	9	0	1	12	0	1	8	0	3	0	0	17	0	38	21	0	16	0	8	0	0	0	5	0	4	0	1	5	0	0	0	35	0	93	7	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	184	0	0	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
261-7-3h	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	102	34	17	0	3	348	23	0	85	0	0	0	380	69	0	0	122	0	0	4	0	30	0	7	0	3	0	29	4	0	0	1	3	0	0	0	0	0	7	0	0	2	0	0	1	0	0	0	1	44	0	0	5	13	0	0	37	0	1	0	0	68	0	12	0	1	12	0	7	0	98	0	3	0	24	0	0	5	0	0	2	0	1	0	0	1	0	27	7	0	11	0	11	2	0	0	4	0	4	9	0	8	0	0	0	74	0	31	1	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	116	0	2	3	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0
277-7-1h	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	186	30	18	0	2	219	30	0	117	0	0	0	256	28	0	0	84	0	0	0	0	1	0	9	0	0	0	72	4	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	4	124	0	0	4	18	0	0	69	0	0	0	0	41	4	7	0	0	4	0	0	0	147	1	4	0	94	0	3	20	0	0	6	0	3	2	0	3	0	14	9	0	14	0	12	0	0	0	6	0	3	1	0	2	0	0	0	41	1	78	4	0	0	0	0	0	42	0	0	0	0	0	0	0	4	0	0	4	0	0	2	2	0	150	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
277-7-2h	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	182	23	23	0	1	222	37	0	165	0	0	0	283	34	0	0	114	0	0	3	0	1	0	6	0	0	0	24	7	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	100	0	0	5	14	0	0	56	0	0	0	0	35	1	9	0	0	6	0	0	0	116	1	8	0	73	0	0	9	0	0	9	0	3	1	0	3	0	16	10	0	19	0	28	2	0	0	5	0	5	0	1	6	0	0	0	61	0	67	3	0	0	0	2	0	31	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	159	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0
304-7-1h	0	0	0	0	0	0	0	0	0	0	17	0	1	0	1	0	98	59	11	0	1	235	104	0	34	0	0	0	261	89	0	0	141	0	0	1	0	7	0	10	0	2	0	11	3	0	0	0	5	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	1	117	0	0	10	14	1	0	34	0	1	3	0	37	8	19	0	3	1	0	1	0	137	0	5	0	66	0	0	4	1	1	1	0	0	0	0	5	0	29	13	0	28	0	11	0	0	0	5	0	8	2	0	7	0	0	0	43	2	59	1	0	0	0	1	0	38	0	0	0	0	1	0	0	5	0	0	1	0	2	0	3	0	195	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0
304-7-2h	0	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	78	69	6	0	7	237	74	0	34	0	0	0	236	79	0	0	148	0	0	0	0	10	0	26	0	4	0	23	4	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	119	0	0	7	15	1	0	41	0	0	1	0	22	3	4	0	0	1	0	3	0	145	0	6	0	120	0	2	5	0	0	0	0	6	0	0	14	0	25	12	0	19	0	11	0	0	2	3	0	8	2	0	5	0	0	1	52	0	58	3	0	0	0	1	0	66	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	168	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1
304-7-3h	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	73	82	9	0	3	195	81	0	26	0	0	0	293	95	0	0	132	0	0	1	0	7	0	8	0	1	0	41	1	0	0	1	8	0	0	0	1	0	4	0	1	0	0	0	1	0	0	0	3	119	0	0	4	14	0	0	48	0	0	5	0	44	2	11	0	0	3	0	4	0	108	1	0	0	108	0	0	4	0	0	3	0	1	0	0	9	0	37	18	2	9	0	5	1	0	1	3	0	2	2	0	1	0	0	1	52	0	48	0	0	0	0	0	0	112	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	150	0	0	3	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0
317-7-1h	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	125	79	9	0	3	184	22	0	112	0	0	2	251	39	0	0	158	0	0	0	0	2	0	44	0	1	0	184	4	0	0	0	4	0	0	0	5	0	2	0	0	2	0	0	2	0	0	0	2	84	0	0	1	23	1	0	36	0	0	0	0	38	3	6	0	0	22	0	0	0	135	1	6	0	40	0	0	13	0	0	2	0	6	0	0	5	0	9	24	0	7	0	15	0	0	0	3	0	4	3	0	8	0	0	1	22	1	67	1	0	0	0	3	0	0	0	0	2	0	0	0	0	5	0	0	6	0	0	1	1	0	163	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	2	0
